policy,K,condition,rep_seed,episode_id,success,steps,questions_asked,regret,team_cost
never_ask,3,noise_flat010,2,10,True,14,0,5.0,14.0
never_ask,3,noise_flat010,2,11,True,7,0,3.0,7.0
never_ask,3,noise_flat010,2,12,True,3,0,0.0,3.0
never_ask,3,noise_flat010,2,13,False,10,0,5.0,10.0
never_ask,3,noise_flat010,2,14,True,10,0,1.0,10.0
never_ask,3,noise_flat010,2,15,False,10,0,5.0,10.0
never_ask,3,noise_flat010,2,16,True,12,0,5.0,12.0
never_ask,3,noise_flat010,2,17,True,12,0,1.0,12.0
never_ask,3,noise_flat010,2,18,True,13,0,4.0,13.0
never_ask,3,noise_flat010,2,19,False,7,0,5.0,7.0
never_ask,3,noise_flat010,3,0,True,12,0,0.0,12.0
never_ask,3,noise_flat010,3,1,True,3,0,0.0,3.0
never_ask,3,noise_flat010,3,2,True,10,0,0.0,10.0
never_ask,3,noise_flat010,3,3,True,2,0,0.0,2.0
never_ask,3,noise_flat010,3,4,True,5,0,1.0,5.0
never_ask,3,noise_flat010,3,5,True,9,0,1.0,9.0
never_ask,3,noise_flat010,3,6,True,4,0,0.0,4.0
never_ask,3,noise_flat010,3,7,True,13,0,4.0,13.0
never_ask,3,noise_flat010,3,8,False,12,0,5.0,12.0
never_ask,3,noise_flat010,3,9,True,11,0,3.0,11.0
never_ask,3,noise_flat010,3,10,True,4,0,2.0,4.0
never_ask,3,noise_flat010,3,11,True,13,0,4.0,13.0
never_ask,3,noise_flat010,3,12,True,10,0,1.0,10.0
never_ask,3,noise_flat010,3,13,True,13,0,4.0,13.0
never_ask,3,noise_flat010,3,14,True,2,0,0.0,2.0
never_ask,3,noise_flat010,3,15,True,10,0,1.0,10.0
never_ask,3,noise_flat010,3,16,True,8,0,0.0,8.0
never_ask,3,noise_flat010,3,17,True,3,0,0.0,3.0
never_ask,3,noise_flat010,3,18,True,2,0,0.0,2.0
never_ask,3,noise_flat010,3,19,True,11,0,2.0,11.0
never_ask,3,noise_flat010,4,0,True,5,0,0.0,5.0
never_ask,3,noise_flat010,4,1,True,8,0,1.0,8.0
never_ask,3,noise_flat010,4,2,True,10,0,2.0,10.0
never_ask,3,noise_flat010,4,3,True,6,0,0.0,6.0
never_ask,3,noise_flat010,4,4,True,8,0,1.0,8.0
never_ask,3,noise_flat010,4,5,True,10,0,3.0,10.0
never_ask,3,noise_flat010,4,6,True,12,0,2.0,12.0
never_ask,3,noise_flat010,4,7,True,9,0,0.0,9.0
never_ask,3,noise_flat010,4,8,True,8,0,2.0,8.0
never_ask,3,noise_flat010,4,9,True,7,0,0.0,7.0
never_ask,3,noise_flat010,4,10,True,4,0,0.0,4.0
never_ask,3,noise_flat010,4,11,True,12,0,3.0,12.0
never_ask,3,noise_flat010,4,12,True,5,0,1.0,5.0
never_ask,3,noise_flat010,4,13,True,5,0,0.0,5.0
never_ask,3,noise_flat010,4,14,True,7,0,2.0,7.0
never_ask,3,noise_flat010,4,15,True,9,0,0.0,9.0
never_ask,3,noise_flat010,4,16,True,10,0,0.0,10.0
never_ask,3,noise_flat010,4,17,True,10,0,1.0,10.0
never_ask,3,noise_flat010,4,18,False,8,0,5.0,8.0
never_ask,3,noise_flat010,4,19,True,10,0,1.0,10.0
info_gain_ask,3,noise_flat010,0,0,True,8,1,1.5,8.5
info_gain_ask,3,noise_flat010,0,1,True,12,2,5.0,13.0
info_gain_ask,3,noise_flat010,0,2,False,8,2,6.0,9.0
info_gain_ask,3,noise_flat010,0,3,True,4,1,1.5,4.5
info_gain_ask,3,noise_flat010,0,4,True,10,1,1.5,10.5
info_gain_ask,3,noise_flat010,0,5,True,7,1,3.5,7.5
info_gain_ask,3,noise_flat010,0,6,True,14,2,4.0,15.0
info_gain_ask,3,noise_flat010,0,7,True,4,1,1.5,4.5
info_gain_ask,3,noise_flat010,0,8,True,9,1,4.5,9.5
info_gain_ask,3,noise_flat010,0,9,False,15,1,5.5,15.5
info_gain_ask,3,noise_flat010,0,10,True,14,1,4.5,14.5
info_gain_ask,3,noise_flat010,0,11,True,10,1,2.5,10.5
info_gain_ask,3,noise_flat010,0,12,True,4,1,1.5,4.5
info_gain_ask,3,noise_flat010,0,13,True,4,1,1.5,4.5
info_gain_ask,3,noise_flat010,0,14,True,13,1,3.5,13.5
info_gain_ask,3,noise_flat010,0,15,False,7,1,5.5,7.5
info_gain_ask,3,noise_flat010,0,16,False,14,1,5.5,14.5
info_gain_ask,3,noise_flat010,0,17,True,10,2,4.0,11.0
info_gain_ask,3,noise_flat010,0,18,True,14,2,3.0,15.0
info_gain_ask,3,noise_flat010,0,19,True,5,2,3.0,6.0
info_gain_ask,3,noise_flat010,1,0,True,13,1,4.5,13.5
info_gain_ask,3,noise_flat010,1,1,True,9,1,1.5,9.5
info_gain_ask,3,noise_flat010,1,2,False,8,1,5.5,8.5
info_gain_ask,3,noise_flat010,1,3,True,5,1,1.5,5.5
info_gain_ask,3,noise_flat010,1,4,False,9,2,6.0,10.0
info_gain_ask,3,noise_flat010,1,5,True,5,1,1.5,5.5
info_gain_ask,3,noise_flat010,1,6,True,8,1,1.5,8.5
info_gain_ask,3,noise_flat010,1,7,True,10,2,4.0,11.0
info_gain_ask,3,noise_flat010,1,8,False,7,2,6.0,8.0
info_gain_ask,3,noise_flat010,1,9,True,9,1,4.5,9.5
info_gain_ask,3,noise_flat010,1,10,True,5,2,3.0,6.0
info_gain_ask,3,noise_flat010,1,11,True,9,2,5.0,10.0
info_gain_ask,3,noise_flat010,1,12,True,8,1,1.5,8.5
info_gain_ask,3,noise_flat010,1,13,True,15,2,4.0,16.0
info_gain_ask,3,noise_flat010,1,14,True,9,2,3.0,10.0
info_gain_ask,3,noise_flat010,1,15,True,9,2,3.0,10.0
info_gain_ask,3,noise_flat010,1,16,True,3,1,1.5,3.5
info_gain_ask,3,noise_flat010,1,17,False,13,2,6.0,14.0
info_gain_ask,3,noise_flat010,1,18,True,9,1,1.5,9.5
info_gain_ask,3,noise_flat010,1,19,True,5,2,3.0,6.0
info_gain_ask,3,noise_flat010,2,0,True,12,1,2.5,12.5
info_gain_ask,3,noise_flat010,2,1,True,5,1,1.5,5.5
info_gain_ask,3,noise_flat010,2,2,True,9,2,3.0,10.0
info_gain_ask,3,noise_flat010,2,3,True,5,1,1.5,5.5
info_gain_ask,3,noise_flat010,2,4,True,10,1,1.5,10.5
info_gain_ask,3,noise_flat010,2,5,True,4,1,1.5,4.5
info_gain_ask,3,noise_flat010,2,6,True,10,2,3.0,11.0
info_gain_ask,3,noise_flat010,2,7,True,4,1,1.5,4.5
info_gain_ask,3,noise_flat010,2,8,False,12,2,6.0,13.0
info_gain_ask,3,noise_flat010,2,9,True,13,2,4.0,14.0
info_gain_ask,3,noise_flat010,2,10,True,10,1,1.5,10.5
info_gain_ask,3,noise_flat010,2,11,True,7,2,4.0,8.0
info_gain_ask,3,noise_flat010,2,12,True,4,1,1.5,4.5
info_gain_ask,3,noise_flat010,2,13,False,10,1,5.5,10.5
info_gain_ask,3,noise_flat010,2,14,True,11,2,3.0,12.0
info_gain_ask,3,noise_flat010,2,15,True,7,2,3.0,8.0
info_gain_ask,3,noise_flat010,2,16,True,8,1,1.5,8.5
info_gain_ask,3,noise_flat010,2,17,True,14,2,4.0,15.0
info_gain_ask,3,noise_flat010,2,18,False,14,2,6.0,15.0
info_gain_ask,3,noise_flat010,2,19,True,4,2,3.0,5.0
info_gain_ask,3,noise_flat010,3,0,False,17,1,5.5,17.5
info_gain_ask,3,noise_flat010,3,1,True,5,2,3.0,6.0
info_gain_ask,3,noise_flat010,3,2,True,11,1,1.5,11.5
info_gain_ask,3,noise_flat010,3,3,True,3,1,1.5,3.5
info_gain_ask,3,noise_flat010,3,4,True,6,1,2.5,6.5
info_gain_ask,3,noise_flat010,3,5,True,10,1,2.5,10.5
info_gain_ask,3,noise_flat010,3,6,False,9,1,5.5,9.5
info_gain_ask,3,noise_flat010,3,7,True,14,2,6.0,15.0
info_gain_ask,3,noise_flat010,3,8,True,8,1,1.5,8.5
info_gain_ask,3,noise_flat010,3,9,True,9,1,1.5,9.5
info_gain_ask,3,noise_flat010,3,10,True,3,1,1.5,3.5
info_gain_ask,3,noise_flat010,3,11,False,14,1,5.5,14.5
info_gain_ask,3,noise_flat010,3,12,True,12,2,4.0,13.0
info_gain_ask,3,noise_flat010,3,13,False,14,1,5.5,14.5
info_gain_ask,3,noise_flat010,3,14,True,3,1,1.5,3.5
info_gain_ask,3,noise_flat010,3,15,True,11,1,2.5,11.5
info_gain_ask,3,noise_flat010,3,16,True,9,1,1.5,9.5
info_gain_ask,3,noise_flat010,3,17,True,4,1,1.5,4.5
info_gain_ask,3,noise_flat010,3,18,True,4,2,3.0,5.0
info_gain_ask,3,noise_flat010,3,19,True,13,2,5.0,14.0
info_gain_ask,3,noise_flat010,4,0,True,7,2,3.0,8.0
info_gain_ask,3,noise_flat010,4,1,True,9,1,2.5,9.5
info_gain_ask,3,noise_flat010,4,2,True,11,1,3.5,11.5
info_gain_ask,3,noise_flat010,4,3,True,7,1,1.5,7.5
info_gain_ask,3,noise_flat010,4,4,True,10,2,4.0,11.0
info_gain_ask,3,noise_flat010,4,5,True,9,1,2.5,9.5
info_gain_ask,3,noise_flat010,4,6,True,13,1,3.5,13.5
info_gain_ask,3,noise_flat010,4,7,True,11,2,3.0,12.0
info_gain_ask,3,noise_flat010,4,8,True,7,1,1.5,7.5
info_gain_ask,3,noise_flat010,4,9,True,8,1,1.5,8.5
info_gain_ask,3,noise_flat010,4,10,True,5,1,1.5,5.5
info_gain_ask,3,noise_flat010,4,11,True,10,1,1.5,10.5
info_gain_ask,3,noise_flat010,4,12,True,7,2,4.0,8.0
info_gain_ask,3,noise_flat010,4,13,True,6,1,1.5,6.5
info_gain_ask,3,noise_flat010,4,14,True,6,1,1.5,6.5
info_gain_ask,3,noise_flat010,4,15,True,11,2,3.0,12.0
info_gain_ask,3,noise_flat010,4,16,True,11,1,1.5,11.5
info_gain_ask,3,noise_flat010,4,17,True,11,1,2.5,11.5
info_gain_ask,3,noise_flat010,4,18,True,5,2,3.0,6.0
info_gain_ask,3,noise_flat010,4,19,True,11,1,2.5,11.5
ask_or_act,3,noise_flat000,0,0,True,8,1,1.5,8.5
ask_or_act,3,noise_flat000,0,1,False,13,2,6.0,14.0
ask_or_act,3,noise_flat000,0,2,False,8,1,5.5,8.5
ask_or_act,3,noise_flat000,0,3,True,4,1,1.5,4.5
ask_or_act,3,noise_flat000,0,4,True,10,1,1.5,10.5
ask_or_act,3,noise_flat000,0,5,True,6,0,2.0,6.0
ask_or_act,3,noise_flat000,0,6,True,13,1,2.5,13.5
ask_or_act,3,noise_flat000,0,7,True,4,1,1.5,4.5
ask_or_act,3,noise_flat000,0,8,True,9,1,4.5,9.5
ask_or_act,3,noise_flat000,0,9,False,15,1,5.5,15.5
ask_or_act,3,noise_flat000,0,10,True,13,0,3.0,13.0
ask_or_act,3,noise_flat000,0,11,True,9,0,1.0,9.0
ask_or_act,3,noise_flat000,0,12,True,3,0,0.0,3.0
ask_or_act,3,noise_flat000,0,13,True,3,0,0.0,3.0
ask_or_act,3,noise_flat000,0,14,True,12,0,2.0,12.0
ask_or_act,3,noise_flat000,0,15,False,7,0,5.0,7.0
ask_or_act,3,noise_flat000,0,16,False,14,0,5.0,14.0
ask_or_act,3,noise_flat000,0,17,True,9,1,2.5,9.5
ask_or_act,3,noise_flat000,0,18,True,13,1,1.5,13.5
ask_or_act,3,noise_flat000,0,19,True,4,1,1.5,4.5
ask_or_act,3,noise_flat000,1,0,True,9,0,0.0,9.0
ask_or_act,3,noise_flat000,1,1,True,8,0,0.0,8.0
ask_or_act,3,noise_flat000,1,2,True,8,0,5.0,8.0
ask_or_act,3,noise_flat000,1,3,True,5,1,1.5,5.5
ask_or_act,3,noise_flat000,1,4,False,9,1,5.5,9.5
ask_or_act,3,noise_flat000,1,5,True,5,1,1.5,5.5
ask_or_act,3,noise_flat000,1,6,True,7,0,0.0,7.0
ask_or_act,3,noise_flat000,1,7,True,8,0,1.0,8.0
ask_or_act,3,noise_flat000,1,8,True,2,0,0.0,2.0
ask_or_act,3,noise_flat000,1,9,True,8,0,3.0,8.0
ask_or_act,3,noise_flat000,1,10,True,4,1,1.5,4.5
ask_or_act,3,noise_flat000,1,11,True,8,1,3.5,8.5
ask_or_act,3,noise_flat000,1,12,True,7,0,0.0,7.0
ask_or_act,3,noise_flat000,1,13,True,14,1,2.5,14.5
ask_or_act,3,noise_flat000,1,14,True,8,1,1.5,8.5
ask_or_act,3,noise_flat000,1,15,True,7,0,0.0,7.0
ask_or_act,3,noise_flat000,1,16,True,3,1,1.5,3.5
ask_or_act,3,noise_flat000,1,17,False,13,0,5.0,13.0
ask_or_act,3,noise_flat000,1,18,True,9,1,1.5,9.5
ask_or_act,3,noise_flat000,1,19,True,4,1,1.5,4.5
ask_or_act,3,noise_flat000,2,0,True,12,1,2.5,12.5
ask_or_act,3,noise_flat000,2,1,True,5,1,1.5,5.5
ask_or_act,3,noise_flat000,2,2,True,9,2,3.0,10.0
ask_or_act,3,noise_flat000,2,3,True,5,1,1.5,5.5
ask_or_act,3,noise_flat000,2,4,True,10,1,1.5,10.5
ask_or_act,3,noise_flat000,2,5,True,4,1,1.5,4.5
ask_or_act,3,noise_flat000,2,6,True,9,1,1.5,9.5
ask_or_act,3,noise_flat000,2,7,True,3,0,0.0,3.0
ask_or_act,3,noise_flat000,2,8,True,11,0,4.0,11.0
ask_or_act,3,noise_flat000,2,9,True,11,0,1.0,11.0
ask_or_act,3,noise_flat000,2,10,True,10,1,1.5,10.5
ask_or_act,3,noise_flat000,2,11,True,7,2,4.0,8.0
ask_or_act,3,noise_flat000,2,12,True,4,1,1.5,4.5
ask_or_act,3,noise_flat000,2,13,False,10,0,5.0,10.0
ask_or_act,3,noise_flat000,2,14,True,12,2,4.0,13.0
ask_or_act,3,noise_flat000,2,15,True,7,2,3.0,8.0
ask_or_act,3,noise_flat000,2,16,True,8,1,1.5,8.5
ask_or_act,3,noise_flat000,2,17,True,12,0,1.0,12.0
ask_or_act,3,noise_flat000,2,18,True,12,1,3.5,12.5
ask_or_act,3,noise_flat000,2,19,True,3,1,1.5,3.5
ask_or_act,3,noise_flat000,3,0,False,17,1,5.5,17.5
ask_or_act,3,noise_flat000,3,1,True,4,1,1.5,4.5
ask_or_act,3,noise_flat000,3,2,True,11,1,1.5,11.5
ask_or_act,3,noise_flat000,3,3,True,2,0,0.0,2.0
ask_or_act,3,noise_flat000,3,4,True,6,1,2.5,6.5
ask_or_act,3,noise_flat000,3,5,True,9,0,1.0,9.0
ask_or_act,3,noise_flat000,3,6,True,4,0,0.0,4.0
ask_or_act,3,noise_flat000,3,7,True,11,1,2.5,11.5
ask_or_act,3,noise_flat000,3,8,True,8,1,1.5,8.5
ask_or_act,3,noise_flat000,3,9,True,9,1,1.5,9.5
ask_or_act,3,noise_flat000,3,10,True,3,1,1.5,3.5
ask_or_act,3,noise_flat000,3,11,False,14,1,5.5,14.5
ask_or_act,3,noise_flat000,3,12,True,11,1,2.5,11.5
ask_or_act,3,noise_flat000,3,13,False,14,1,5.5,14.5
ask_or_act,3,noise_flat000,3,14,True,2,0,0.0,2.0
ask_or_act,3,noise_flat000,3,15,True,11,1,2.5,11.5
ask_or_act,3,noise_flat000,3,16,True,8,0,0.0,8.0
ask_or_act,3,noise_flat000,3,17,True,3,0,0.0,3.0
ask_or_act,3,noise_flat000,3,18,True,3,1,1.5,3.5
ask_or_act,3,noise_flat000,3,19,True,11,0,2.0,11.0
ask_or_act,3,noise_flat000,4,0,True,6,1,1.5,6.5
ask_or_act,3,noise_flat000,4,1,True,9,1,2.5,9.5
ask_or_act,3,noise_flat000,4,2,True,10,0,2.0,10.0
ask_or_act,3,noise_flat000,4,3,True,7,1,1.5,7.5
ask_or_act,3,noise_flat000,4,4,True,8,0,1.0,8.0
ask_or_act,3,noise_flat000,4,5,True,9,1,2.5,9.5
ask_or_act,3,noise_flat000,4,6,True,12,0,2.0,12.0
ask_or_act,3,noise_flat000,4,7,True,11,2,3.0,12.0
ask_or_act,3,noise_flat000,4,8,True,8,2,3.0,9.0
ask_or_act,3,noise_flat000,4,9,True,7,0,0.0,7.0
ask_or_act,3,noise_flat000,4,10,True,5,1,1.5,5.5
ask_or_act,3,noise_flat000,4,11,True,10,1,1.5,10.5
ask_or_act,3,noise_flat000,4,12,True,6,1,2.5,6.5
ask_or_act,3,noise_flat000,4,13,True,5,0,0.0,5.0
ask_or_act,3,noise_flat000,4,14,True,6,1,1.5,6.5
ask_or_act,3,noise_flat000,4,15,True,9,0,0.0,9.0
ask_or_act,3,noise_flat000,4,16,True,11,1,1.5,11.5
ask_or_act,3,noise_flat000,4,17,True,10,0,1.0,10.0
ask_or_act,3,noise_flat000,4,18,True,4,1,1.5,4.5
ask_or_act,3,noise_flat000,4,19,True,10,0,1.0,10.0
never_ask,3,noise_flat000,0,0,True,7,0,0.0,7.0
never_ask,3,noise_flat000,0,1,True,12,0,4.0,12.0
never_ask,3,noise_flat000,0,2,False,8,0,5.0,8.0
never_ask,3,noise_flat000,0,3,True,5,0,2.0,5.0
never_ask,3,noise_flat000,0,4,True,11,0,2.0,11.0
never_ask,3,noise_flat000,0,5,True,6,0,2.0,6.0
never_ask,3,noise_flat000,0,6,True,12,0,1.0,12.0
never_ask,3,noise_flat000,0,7,False,8,0,5.0,8.0
never_ask,3,noise_flat000,0,8,False,10,0,5.0,10.0
never_ask,3,noise_flat000,0,9,True,15,0,5.0,15.0
never_ask,3,noise_flat000,0,10,True,13,0,3.0,13.0
never_ask,3,noise_flat000,0,11,True,9,0,1.0,9.0
never_ask,3,noise_flat000,0,12,True,3,0,0.0,3.0
never_ask,3,noise_flat000,0,13,True,3,0,0.0,3.0
never_ask,3,noise_flat000,0,14,True,12,0,2.0,12.0
never_ask,3,noise_flat000,0,15,False,7,0,5.0,7.0
never_ask,3,noise_flat000,0,16,False,14,0,5.0,14.0
never_ask,3,noise_flat000,0,17,True,8,0,1.0,8.0
never_ask,3,noise_flat000,0,18,True,12,0,0.0,12.0
never_ask,3,noise_flat000,0,19,True,3,0,0.0,3.0
never_ask,3,noise_flat000,1,0,True,9,0,0.0,9.0
never_ask,3,noise_flat000,1,1,True,8,0,0.0,8.0
never_ask,3,noise_flat000,1,2,True,8,0,5.0,8.0
never_ask,3,noise_flat000,1,3,True,4,0,0.0,4.0
never_ask,3,noise_flat000,1,4,False,9,0,5.0,9.0
never_ask,3,noise_flat000,1,5,False,9,0,5.0,9.0
never_ask,3,noise_flat000,1,6,True,7,0,0.0,7.0
never_ask,3,noise_flat000,1,7,True,8,0,1.0,8.0
never_ask,3,noise_flat000,1,8,True,2,0,0.0,2.0
never_ask,3,noise_flat000,1,9,True,8,0,3.0,8.0
never_ask,3,noise_flat000,1,10,True,5,0,2.0,5.0
never_ask,3,noise_flat000,1,11,True,7,0,2.0,7.0
never_ask,3,noise_flat000,1,12,True,7,0,0.0,7.0
never_ask,3,noise_flat000,1,13,True,13,0,1.0,13.0
never_ask,3,noise_flat000,1,14,True,7,0,0.0,7.0
never_ask,3,noise_flat000,1,15,True,7,0,0.0,7.0
never_ask,3,noise_flat000,1,16,True,4,0,2.0,4.0
never_ask,3,noise_flat000,1,17,False,13,0,5.0,13.0
never_ask,3,noise_flat000,1,18,True,10,0,2.0,10.0
never_ask,3,noise_flat000,1,19,True,3,0,0.0,3.0
never_ask,3,noise_flat000,2,0,False,15,0,5.0,15.0
never_ask,3,noise_flat000,2,1,False,9,0,5.0,9.0
never_ask,3,noise_flat000,2,2,False,12,0,5.0,12.0
never_ask,3,noise_flat000,2,3,True,7,0,3.0,7.0
never_ask,3,noise_flat000,2,4,True,9,0,0.0,9.0
never_ask,3,noise_flat000,2,5,False,8,0,5.0,8.0
never_ask,3,noise_flat000,2,6,True,11,0,3.0,11.0
never_ask,3,noise_flat000,2,7,True,3,0,0.0,3.0
never_ask,3,noise_flat000,2,8,True,11,0,4.0,11.0
never_ask,3,noise_flat000,2,9,True,11,0,1.0,11.0
never_ask,3,noise_flat000,2,10,True,14,0,5.0,14.0
never_ask,3,noise_flat000,2,11,True,7,0,3.0,7.0
never_ask,3,noise_flat000,2,12,True,3,0,0.0,3.0
never_ask,3,noise_flat000,2,13,False,10,0,5.0,10.0
never_ask,3,noise_flat000,2,14,True,10,0,1.0,10.0
never_ask,3,noise_flat000,2,15,False,10,0,5.0,10.0
never_ask,3,noise_flat000,2,16,True,12,0,5.0,12.0
never_ask,3,noise_flat000,2,17,True,12,0,1.0,12.0
never_ask,3,noise_flat000,2,18,True,13,0,4.0,13.0
never_ask,3,noise_flat000,2,19,False,7,0,5.0,7.0
never_ask,3,noise_flat000,3,0,True,12,0,0.0,12.0
never_ask,3,noise_flat000,3,1,True,3,0,0.0,3.0
never_ask,3,noise_flat000,3,2,True,10,0,0.0,10.0
never_ask,3,noise_flat000,3,3,True,2,0,0.0,2.0
never_ask,3,noise_flat000,3,4,True,5,0,1.0,5.0
never_ask,3,noise_flat000,3,5,True,9,0,1.0,9.0
never_ask,3,noise_flat000,3,6,True,4,0,0.0,4.0
never_ask,3,noise_flat000,3,7,True,13,0,4.0,13.0
never_ask,3,noise_flat000,3,8,False,12,0,5.0,12.0
never_ask,3,noise_flat000,3,9,True,11,0,3.0,11.0
never_ask,3,noise_flat000,3,10,True,4,0,2.0,4.0
never_ask,3,noise_flat000,3,11,True,13,0,4.0,13.0
never_ask,3,noise_flat000,3,12,True,10,0,1.0,10.0
never_ask,3,noise_flat000,3,13,True,13,0,4.0,13.0
never_ask,3,noise_flat000,3,14,True,2,0,0.0,2.0
never_ask,3,noise_flat000,3,15,True,10,0,1.0,10.0
never_ask,3,noise_flat000,3,16,True,8,0,0.0,8.0
never_ask,3,noise_flat000,3,17,True,3,0,0.0,3.0
never_ask,3,noise_flat000,3,18,True,2,0,0.0,2.0
never_ask,3,noise_flat000,3,19,True,11,0,2.0,11.0
never_ask,3,noise_flat000,4,0,True,5,0,0.0,5.0
never_ask,3,noise_flat000,4,1,True,8,0,1.0,8.0
never_ask,3,noise_flat000,4,2,True,10,0,2.0,10.0
never_ask,3,noise_flat000,4,3,True,6,0,0.0,6.0
never_ask,3,noise_flat000,4,4,True,8,0,1.0,8.0
never_ask,3,noise_flat000,4,5,True,10,0,3.0,10.0
never_ask,3,noise_flat000,4,6,True,12,0,2.0,12.0
never_ask,3,noise_flat000,4,7,True,9,0,0.0,9.0
never_ask,3,noise_flat000,4,8,True,8,0,2.0,8.0
never_ask,3,noise_flat000,4,9,True,7,0,0.0,7.0
never_ask,3,noise_flat000,4,10,True,4,0,0.0,4.0
never_ask,3,noise_flat000,4,11,True,12,0,3.0,12.0
never_ask,3,noise_flat000,4,12,True,5,0,1.0,5.0
never_ask,3,noise_flat000,4,13,True,5,0,0.0,5.0
never_ask,3,noise_flat000,4,14,True,7,0,2.0,7.0
never_ask,3,noise_flat000,4,15,True,9,0,0.0,9.0
never_ask,3,noise_flat000,4,16,True,10,0,0.0,10.0
never_ask,3,noise_flat000,4,17,True,10,0,1.0,10.0
never_ask,3,noise_flat000,4,18,False,8,0,5.0,8.0
never_ask,3,noise_flat000,4,19,True,10,0,1.0,10.0
info_gain_ask,3,noise_flat000,0,0,True,8,1,1.5,8.5
info_gain_ask,3,noise_flat000,0,1,False,13,2,6.0,14.0
info_gain_ask,3,noise_flat000,0,2,False,8,1,5.5,8.5
info_gain_ask,3,noise_flat000,0,3,True,4,1,1.5,4.5
info_gain_ask,3,noise_flat000,0,4,True,10,1,1.5,10.5
info_gain_ask,3,noise_flat000,0,5,True,7,1,3.5,7.5
info_gain_ask,3,noise_flat000,0,6,True,14,2,4.0,15.0
info_gain_ask,3,noise_flat000,0,7,True,4,1,1.5,4.5
info_gain_ask,3,noise_flat000,0,8,True,9,1,4.5,9.5
info_gain_ask,3,noise_flat000,0,9,False,15,1,5.5,15.5
info_gain_ask,3,noise_flat000,0,10,True,14,1,4.5,14.5
info_gain_ask,3,noise_flat000,0,11,True,10,1,2.5,10.5
info_gain_ask,3,noise_flat000,0,12,True,4,1,1.5,4.5
info_gain_ask,3,noise_flat000,0,13,True,4,1,1.5,4.5
info_gain_ask,3,noise_flat000,0,14,True,13,1,3.5,13.5
info_gain_ask,3,noise_flat000,0,15,False,7,1,5.5,7.5
info_gain_ask,3,noise_flat000,0,16,False,14,1,5.5,14.5
info_gain_ask,3,noise_flat000,0,17,True,10,2,4.0,11.0
info_gain_ask,3,noise_flat000,0,18,True,13,1,1.5,13.5
info_gain_ask,3,noise_flat000,0,19,True,4,1,1.5,4.5
info_gain_ask,3,noise_flat000,1,0,True,13,1,4.5,13.5
info_gain_ask,3,noise_flat000,1,1,True,9,1,1.5,9.5
info_gain_ask,3,noise_flat000,1,2,False,8,1,5.5,8.5
info_gain_ask,3,noise_flat000,1,3,True,5,1,1.5,5.5
info_gain_ask,3,noise_flat000,1,4,False,9,1,5.5,9.5
info_gain_ask,3,noise_flat000,1,5,True,5,1,1.5,5.5
info_gain_ask,3,noise_flat000,1,6,True,8,1,1.5,8.5
info_gain_ask,3,noise_flat000,1,7,True,10,2,4.0,11.0
info_gain_ask,3,noise_flat000,1,8,False,7,1,5.5,7.5
info_gain_ask,3,noise_flat000,1,9,True,9,1,4.5,9.5
info_gain_ask,3,noise_flat000,1,10,True,4,1,1.5,4.5
info_gain_ask,3,noise_flat000,1,11,True,9,2,5.0,10.0
info_gain_ask,3,noise_flat000,1,12,True,8,1,1.5,8.5
info_gain_ask,3,noise_flat000,1,13,True,14,1,2.5,14.5
info_gain_ask,3,noise_flat000,1,14,True,9,2,3.0,10.0
info_gain_ask,3,noise_flat000,1,15,True,9,2,3.0,10.0
info_gain_ask,3,noise_flat000,1,16,True,3,1,1.5,3.5
info_gain_ask,3,noise_flat000,1,17,False,13,1,5.5,13.5
info_gain_ask,3,noise_flat000,1,18,True,9,1,1.5,9.5
info_gain_ask,3,noise_flat000,1,19,True,5,2,3.0,6.0
info_gain_ask,3,noise_flat000,2,0,True,12,1,2.5,12.5
info_gain_ask,3,noise_flat000,2,1,True,5,1,1.5,5.5
info_gain_ask,3,noise_flat000,2,2,True,9,2,3.0,10.0
info_gain_ask,3,noise_flat000,2,3,True,5,1,1.5,5.5
info_gain_ask,3,noise_flat000,2,4,True,10,1,1.5,10.5
info_gain_ask,3,noise_flat000,2,5,True,4,1,1.5,4.5
info_gain_ask,3,noise_flat000,2,6,True,9,1,1.5,9.5
info_gain_ask,3,noise_flat000,2,7,True,4,1,1.5,4.5
info_gain_ask,3,noise_flat000,2,8,True,12,1,5.5,12.5
info_gain_ask,3,noise_flat000,2,9,True,12,1,2.5,12.5
info_gain_ask,3,noise_flat000,2,10,True,10,1,1.5,10.5
info_gain_ask,3,noise_flat000,2,11,True,7,2,4.0,8.0
info_gain_ask,3,noise_flat000,2,12,True,4,1,1.5,4.5
info_gain_ask,3,noise_flat000,2,13,False,10,1,5.5,10.5
info_gain_ask,3,noise_flat000,2,14,True,11,2,3.0,12.0
info_gain_ask,3,noise_flat000,2,15,True,7,2,3.0,8.0
info_gain_ask,3,noise_flat000,2,16,True,8,1,1.5,8.5
info_gain_ask,3,noise_flat000,2,17,True,13,1,2.5,13.5
info_gain_ask,3,noise_flat000,2,18,False,14,2,6.0,15.0
info_gain_ask,3,noise_flat000,2,19,True,4,2,3.0,5.0
info_gain_ask,3,noise_flat000,3,0,False,17,1,5.5,17.5
info_gain_ask,3,noise_flat000,3,1,True,5,2,3.0,6.0
info_gain_ask,3,noise_flat000,3,2,True,11,1,1.5,11.5
info_gain_ask,3,noise_flat000,3,3,True,3,1,1.5,3.5
