policy,K,rep_seed,episode_id,success,steps,questions_asked
always_ask,4,3,19,True,11,3
always_ask,4,4,0,True,5,3
always_ask,4,4,1,True,13,3
always_ask,4,4,2,True,8,3
always_ask,4,4,3,True,13,3
always_ask,4,4,4,False,11,3
always_ask,4,4,5,True,5,3
always_ask,4,4,6,True,6,3
always_ask,4,4,7,False,8,3
always_ask,4,4,8,True,14,3
always_ask,4,4,9,False,8,3
always_ask,4,4,10,True,11,3
always_ask,4,4,11,False,11,3
always_ask,4,4,12,True,15,3
always_ask,4,4,13,True,11,3
always_ask,4,4,14,True,10,3
always_ask,4,4,15,True,7,3
always_ask,4,4,16,False,13,3
always_ask,4,4,17,True,6,3
always_ask,4,4,18,True,8,3
always_ask,4,4,19,True,14,3
info_gain_ask,4,0,0,False,10,1
info_gain_ask,4,0,1,True,4,2
info_gain_ask,4,0,2,True,8,1
info_gain_ask,4,0,3,True,5,2
info_gain_ask,4,0,4,False,9,1
info_gain_ask,4,0,5,True,6,2
info_gain_ask,4,0,6,True,9,1
info_gain_ask,4,0,7,True,5,1
info_gain_ask,4,0,8,True,4,1
info_gain_ask,4,0,9,True,10,2
info_gain_ask,4,0,10,True,6,1
info_gain_ask,4,0,11,True,13,2
info_gain_ask,4,0,12,True,6,2
info_gain_ask,4,0,13,True,16,1
info_gain_ask,4,0,14,True,13,1
info_gain_ask,4,0,15,True,10,2
info_gain_ask,4,0,16,True,4,2
info_gain_ask,4,0,17,True,7,2
info_gain_ask,4,0,18,False,9,2
info_gain_ask,4,0,19,True,9,2
info_gain_ask,4,1,0,True,4,1
info_gain_ask,4,1,1,True,7,2
info_gain_ask,4,1,2,True,9,1
info_gain_ask,4,1,3,True,9,2
info_gain_ask,4,1,4,True,7,2
info_gain_ask,4,1,5,True,14,2
info_gain_ask,4,1,6,True,10,1
info_gain_ask,4,1,7,True,15,2
info_gain_ask,4,1,8,True,11,2
info_gain_ask,4,1,9,True,9,2
info_gain_ask,4,1,10,True,7,2
info_gain_ask,4,1,11,True,10,1
info_gain_ask,4,1,12,True,9,2
info_gain_ask,4,1,13,True,4,1
info_gain_ask,4,1,14,True,5,1
info_gain_ask,4,1,15,False,10,1
info_gain_ask,4,1,16,False,7,1
info_gain_ask,4,1,17,True,4,2
info_gain_ask,4,1,18,True,10,1
info_gain_ask,4,1,19,False,12,1
info_gain_ask,4,2,0,True,11,1
info_gain_ask,4,2,1,True,12,2
info_gain_ask,4,2,2,False,9,1
info_gain_ask,4,2,3,True,4,2
info_gain_ask,4,2,4,True,11,2
info_gain_ask,4,2,5,True,8,2
info_gain_ask,4,2,6,True,9,2
info_gain_ask,4,2,7,True,11,2
info_gain_ask,4,2,8,True,14,1
info_gain_ask,4,2,9,True,3,1
info_gain_ask,4,2,10,False,13,2
info_gain_ask,4,2,11,False,10,1
info_gain_ask,4,2,12,True,6,2
info_gain_ask,4,2,13,True,9,2
info_gain_ask,4,2,14,True,13,2
info_gain_ask,4,2,15,True,7,2
info_gain_ask,4,2,16,True,8,1
info_gain_ask,4,2,17,True,5,2
info_gain_ask,4,2,18,False,11,1
info_gain_ask,4,2,19,True,7,1
info_gain_ask,4,3,0,True,11,1
info_gain_ask,4,3,1,True,11,2
info_gain_ask,4,3,2,True,5,1
info_gain_ask,4,3,3,True,11,2
info_gain_ask,4,3,4,True,5,1
info_gain_ask,4,3,5,False,9,2
info_gain_ask,4,3,6,True,9,1
info_gain_ask,4,3,7,False,8,2
info_gain_ask,4,3,8,False,12,2
info_gain_ask,4,3,9,False,13,2
info_gain_ask,4,3,10,True,5,2
info_gain_ask,4,3,11,True,7,2
info_gain_ask,4,3,12,False,9,1
info_gain_ask,4,3,13,True,9,2
info_gain_ask,4,3,14,True,4,1
info_gain_ask,4,3,15,True,6,1
info_gain_ask,4,3,16,True,12,1
info_gain_ask,4,3,17,True,10,2
info_gain_ask,4,3,18,True,16,2
info_gain_ask,4,3,19,True,11,2
info_gain_ask,4,4,0,True,4,2
info_gain_ask,4,4,1,True,11,1
info_gain_ask,4,4,2,True,7,2
info_gain_ask,4,4,3,True,12,2
info_gain_ask,4,4,4,True,8,2
info_gain_ask,4,4,5,True,4,2
info_gain_ask,4,4,6,False,8,2
info_gain_ask,4,4,7,True,7,1
info_gain_ask,4,4,8,True,13,2
info_gain_ask,4,4,9,False,8,2
info_gain_ask,4,4,10,True,9,1
info_gain_ask,4,4,11,False,11,1
info_gain_ask,4,4,12,True,14,2
info_gain_ask,4,4,13,True,10,2
info_gain_ask,4,4,14,True,9,2
info_gain_ask,4,4,15,True,6,2
info_gain_ask,4,4,16,True,12,1
info_gain_ask,4,4,17,True,4,1
info_gain_ask,4,4,18,True,7,2
info_gain_ask,4,4,19,True,11,2
random_ask,4,0,0,False,10,3
random_ask,4,0,1,True,4,2
random_ask,4,0,2,True,10,3
random_ask,4,0,3,True,6,3
random_ask,4,0,4,False,9,2
random_ask,4,0,5,True,7,3
random_ask,4,0,6,True,10,2
random_ask,4,0,7,True,7,3
random_ask,4,0,8,True,5,2
random_ask,4,0,9,True,11,3
random_ask,4,0,10,True,8,3
random_ask,4,0,11,True,14,3
random_ask,4,0,12,True,7,3
random_ask,4,0,13,True,16,1
random_ask,4,0,14,True,11,1
random_ask,4,0,15,True,13,3
random_ask,4,0,16,True,5,3
random_ask,4,0,17,True,6,3
random_ask,4,0,18,False,9,3
random_ask,4,0,19,False,12,2
random_ask,4,1,0,True,6,3
random_ask,4,1,1,True,8,3
random_ask,4,1,2,True,11,3
random_ask,4,1,3,True,10,3
random_ask,4,1,4,True,7,2
random_ask,4,1,5,True,14,2
random_ask,4,1,6,True,12,3
random_ask,4,1,7,True,16,3
random_ask,4,1,8,True,12,3
random_ask,4,1,9,True,7,3
random_ask,4,1,10,False,10,3
random_ask,4,1,11,False,11,2
random_ask,4,1,12,True,10,3
random_ask,4,1,13,True,5,2
random_ask,4,1,14,True,7,3
random_ask,4,1,15,True,9,1
random_ask,4,1,16,False,7,3
random_ask,4,1,17,True,5,3
random_ask,4,1,18,True,10,1
random_ask,4,1,19,True,11,1
random_ask,4,2,0,True,9,2
random_ask,4,2,1,True,13,3
random_ask,4,2,2,False,9,1
random_ask,4,2,3,True,4,2
random_ask,4,2,4,True,12,3
random_ask,4,2,5,True,9,3
random_ask,4,2,6,True,10,3
random_ask,4,2,7,True,12,3
random_ask,4,2,8,True,15,2
random_ask,4,2,9,True,3,1
random_ask,4,2,10,True,11,2
random_ask,4,2,11,True,8,2
random_ask,4,2,12,True,6,2
random_ask,4,2,13,True,10,3
random_ask,4,2,14,True,14,3
random_ask,4,2,15,True,7,2
random_ask,4,2,16,True,8,1
random_ask,4,2,17,True,5,2
random_ask,4,2,18,False,11,1
random_ask,4,2,19,True,8,2
random_ask,4,3,0,True,13,3
random_ask,4,3,1,True,12,3
random_ask,4,3,2,True,5,1
random_ask,4,3,3,True,12,3
random_ask,4,3,4,True,7,3
random_ask,4,3,5,False,9,3
random_ask,4,3,6,True,11,3
random_ask,4,3,7,False,8,3
random_ask,4,3,8,True,10,3
random_ask,4,3,9,False,13,3
random_ask,4,3,10,True,6,3
random_ask,4,3,11,True,8,3
random_ask,4,3,12,False,9,3
random_ask,4,3,13,False,12,3
random_ask,4,3,14,True,4,1
random_ask,4,3,15,True,8,3
random_ask,4,3,16,True,13,2
random_ask,4,3,17,True,11,3
random_ask,4,3,18,True,16,2
random_ask,4,3,19,True,11,3
random_ask,4,4,0,True,5,3
random_ask,4,4,1,True,11,1
random_ask,4,4,2,True,7,2
random_ask,4,4,3,True,13,3
random_ask,4,4,4,False,11,2
random_ask,4,4,5,True,5,3
random_ask,4,4,6,True,5,2
random_ask,4,4,7,True,8,2
random_ask,4,4,8,False,15,3
random_ask,4,4,9,False,8,3
random_ask,4,4,10,True,9,1
random_ask,4,4,11,False,11,3
random_ask,4,4,12,True,15,3
random_ask,4,4,13,True,11,3
random_ask,4,4,14,True,9,2
random_ask,4,4,15,True,6,2
random_ask,4,4,16,True,10,1
random_ask,4,4,17,False,8,1
random_ask,4,4,18,False,10,3
random_ask,4,4,19,True,12,3
